newgraph 4 0
bfs 1
bfs 2
bfs 3
bfs 4
dfs
newgraph 4 1 2 2 3 3 4 4 1 1 3 2 4 0
bfs 1
bfs 2
bfs 3
bfs 4
dfs
newgraph 2 1 2 2 1 0
bfs 1
bfs 2
dfs
newgraph 2 1 2 0
bfs 1
bfs 2
dfs
newgraph 2 2 1 0
bfs 1
bfs 2
dfs
newgraph 3 3 2 2 1 0
bfs 1
bfs 2
bfs 3
dfs
newgraph 6 1 2 2 3 3 4 4 5 5 6 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
dfs
newgraph 6 1 2 1 3 2 3 6 5 6 4 5 4 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
dfs
newgraph 6 1 2 2 3 3 1 3 5 3 6 4 2 5 1 6 2 6 4 6 5 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
dfs
newgraph 6 1 5 2 5 2 6 3 2 3 4 3 6 4 1 6 1 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
dfs
newgraph 6 1 2 1 3 2 3 4 1 4 2 4 6 5 4 6 1 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
dfs
newgraph 8 1 6 2 3 2 8 3 1 3 5 4 2 4 5 5 3 5 8 7 1 7 4 7 8 8 7 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
bfs 7
bfs 8
dfs
newgraph 9 1 2 2 3 3 4 5 6 6 7 7 8 8 9 9 4 8 3 7 5 4 9 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
bfs 7
bfs 8
bfs 9
dfs
newgraph 9 4 2 2 9 9 5 5 3 3 8 8 6 6 7 7 1 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
bfs 7
bfs 8
bfs 9
dfs
newgraph 9 1 2 2 3 3 4 5 6 6 7 7 8 8 9 9 4 8 3 7 5 4 9 1 3 2 7 4 6 3 7 9 3 8 1 9 2 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
bfs 7
bfs 8
bfs 9
dfs
newgraph 11 2 4 2 6 2 8 2 10 3 5 4 6 4 8 4 10 5 7 6 8 6 10 7 9 8 10 9 3 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
bfs 7
bfs 8
bfs 9
bfs 10
bfs 11
dfs
newgraph 11 1 5 1 6 2 6 2 7 3 7 3 8 4 8 4 9 5 9 5 10 6 10 6 11 7 11 7 1 8 1 8 2 9 2 9 3 10 3 10 4 11 4 11 5 0
bfs 1
bfs 2
bfs 3
bfs 4
bfs 5
bfs 6
bfs 7
bfs 8
bfs 9
bfs 10
bfs 11
dfs
